agent,num_ues,carrier_freq_ghz,bandwidth_mhz,cbr_profile,speed_profile,seed,num_steps,spectral_efficiency_bps_hz,queue_delay_p95_ms,ric_latency_mean_ms,total_reward,mean_throughput_bits,mean_queue_bits
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",46,5,17.436596,2.4062,0.009519,871733.40,174365.96,192746.42
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",47,5,16.619470,2.5429,0.008857,830862.03,166194.70,222985.62
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",48,5,17.488487,2.4926,0.009064,874326.56,174884.87,195625.69
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",50,5,16.838177,2.4573,0.010363,841801.40,168381.77,214943.34
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",49,5,17.410268,2.5483,0.009527,870414.32,174102.68,198171.68
RoundRobin,30,0.7,10.0,"(1000,)","(20.0,)",51,5,17.830688,2.4644,0.009206,891441.87,178306.88,185005.88
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",42,5,14.387682,2.9657,0.009894,719238.70,143876.82,290798.00
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",43,5,14.878439,2.8157,0.009571,743784.21,148784.39,275439.99
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",44,5,14.206371,2.9324,0.011969,710171.66,142063.71,293820.01
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",46,5,15.026128,2.7222,0.009975,751174.20,150261.28,264402.89
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",47,5,14.334456,2.8653,0.009344,716576.96,143344.56,291675.01
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",45,5,14.053899,2.9296,0.010283,702544.48,140538.99,300970.73
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",49,5,14.982303,2.8786,0.009995,748979.19,149823.03,271862.97
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",50,5,14.391279,2.8856,0.009029,719420.21,143912.79,287520.72
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",48,5,15.298403,2.8341,0.010515,764789.57,152984.03,261141.62
RoundRobin,30,2.0,10.0,"(1000,)","(20.0,)",51,5,15.559311,2.7669,0.009596,777838.92,155593.11,253293.79
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",43,5,17.850624,4.2444,0.009534,891355.81,178506.24,2350742.73
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",44,5,17.013174,4.2331,0.008826,849473.29,170131.74,2370822.47
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",45,5,17.294150,4.3383,0.009353,863526.45,172941.50,2362060.58
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",46,5,17.920355,4.2229,0.009957,894850.56,179203.55,2334383.22
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",47,5,17.635348,4.3113,0.009945,880590.35,176353.48,2354137.97
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",42,5,17.114142,4.3777,0.013786,854522.77,171141.42,2368667.10
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",49,5,17.763522,4.2047,0.009170,887001.70,177635.22,2348782.87
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",50,5,17.582239,4.3475,0.008966,877936.05,175822.39,2351802.57
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",48,5,18.508095,4.2905,0.009530,924241.18,185080.95,2327174.35
RoundRobin,30,0.7,10.0,"(4000,)","(20.0,)",51,5,18.775258,4.2110,0.009308,937603.72,187752.58,2318319.16
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",44,5,14.287080,4.3707,0.009927,713127.70,142870.80,2452605.32
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",45,5,14.549677,4.4563,0.011136,726261.46,145496.77,2444763.11
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",43,5,15.112896,4.3689,0.009700,754428.62,151128.96,2432412.65
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",48,5,15.782088,4.4257,0.015081,787899.93,157820.88,2408955.93
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",47,5,14.878765,4.4620,0.010812,742719.68,148787.65,2437140.58
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",46,5,15.194220,4.3519,0.009470,758502.93,151942.20,2416167.20
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",42,5,14.388503,4.5158,0.009751,718199.91,143885.03,2450431.39
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",49,5,15.037415,4.3521,0.009580,750655.47,150374.15,2430566.42
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",51,5,16.049206,4.3451,0.009644,801260.25,160492.06,2400101.62
RoundRobin,30,2.0,10.0,"(4000,)","(20.0,)",50,5,14.829262,4.4626,0.009421,740245.90,148292.62,2434390.05
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",42,5,18.101800,3.0790,0.009573,904760.71,181018.00,658573.79
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",44,5,17.746384,3.1190,0.009950,886983.75,177463.84,670855.01
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",43,5,16.960208,3.1386,0.009624,847664.67,169602.08,691429.08
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",45,5,17.781411,3.0984,0.009398,888735.32,177814.11,670417.52
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",46,5,17.875112,3.0299,0.009185,893422.07,178751.12,667045.49
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",47,5,17.836827,3.1398,0.010735,891506.43,178368.27,669786.64
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",48,5,18.372369,3.0135,0.010409,918292.52,183723.69,651823.10
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",49,5,17.673313,3.1556,0.010282,883328.47,176733.13,674322.12
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",50,5,17.274628,3.1071,0.010541,863391.00,172746.28,680800.68
RoundRobin,50,0.7,10.0,"(1000,)","(0.0,)",51,5,17.336813,3.1366,0.009780,866501.36,173368.13,678601.10
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",42,5,15.375848,3.4198,0.009945,768422.20,153758.48,740352.92
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",43,5,14.234250,3.4794,0.009748,711325.89,142342.50,773206.65
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",45,5,15.047209,3.4392,0.010662,751984.21,150472.09,752443.15
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",44,5,14.988632,3.4598,0.009522,749055.05,149886.32,753114.72
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",46,5,15.149048,3.3707,0.009965,757078.00,151490.48,748827.70
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",47,5,15.110864,3.4806,0.009160,755167.41,151108.64,751566.68
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",48,5,15.646355,3.3543,0.009204,781950.93,156463.55,733602.22
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",50,5,14.548622,3.4479,0.009081,727049.79,145486.22,762578.93
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",49,5,14.947320,3.4963,0.009755,746987.96,149473.20,756101.40
RoundRobin,50,2.0,10.0,"(1000,)","(0.0,)",51,5,14.610890,3.4773,0.009571,730164.32,146108.90,760379.39
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",43,5,16.928168,4.5359,0.010006,844262.41,169281.68,4292003.26
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",42,5,18.090249,4.5199,0.010231,902385.12,180902.49,4254682.13
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",45,5,17.756020,4.5292,0.009343,885665.18,177560.20,4271678.49
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",44,5,17.721667,4.5293,0.009371,883947.76,177216.67,4271180.40
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",46,5,17.862931,4.5221,0.009229,891010.33,178629.31,4272403.13
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",48,5,18.327630,4.5126,0.009413,914254.61,183276.30,4253795.34
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",49,5,17.615123,4.5431,0.009724,878615.35,176151.23,4281619.73
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",47,5,17.860754,4.5259,0.009462,890906.88,178607.54,4261691.82
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",50,5,17.243212,4.5365,0.010245,860021.50,172432.12,4278209.80
RoundRobin,50,0.7,10.0,"(4000,)","(0.0,)",51,5,17.343590,4.5395,0.009694,865040.71,173435.90,4277608.57
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",42,5,15.364310,4.6051,0.009052,766047.25,153643.10,4336459.36
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",43,5,14.202335,4.6211,0.009382,707929.86,142023.35,4373778.73
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",45,5,15.040853,4.6144,0.009464,749866.11,150408.53,4353132.82
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",44,5,14.995662,4.6145,0.009096,747606.60,149956.62,4352961.35
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",46,5,15.119359,4.6073,0.010071,753790.78,151193.59,4354360.85
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",47,5,15.134688,4.6110,0.010620,754562.67,151346.88,4343473.43
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",48,5,15.601636,4.5978,0.008884,777914.01,156016.36,4335574.11
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",49,5,14.889154,4.6282,0.009020,742276.00,148891.54,4363397.64
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",50,5,14.517250,4.6217,0.008953,723682.50,145172.50,4359986.54
RoundRobin,50,2.0,10.0,"(4000,)","(0.0,)",51,5,14.617761,4.6247,0.009552,728708.35,146177.61,4359384.73
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",44,5,17.746381,3.1190,0.010301,886983.60,177463.81,670855.08
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",42,5,18.101794,3.0790,0.010535,904760.42,181017.94,658573.92
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",43,5,16.960213,3.1386,0.010670,847664.92,169602.13,691428.96
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",45,5,17.781410,3.0984,0.010514,888735.29,177814.10,670417.54
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",46,5,17.875107,3.0299,0.009238,893421.81,178751.07,667045.62
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",47,5,17.836827,3.1398,0.010133,891506.45,178368.27,669786.63
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",48,5,18.372362,3.0135,0.009788,918292.18,183723.62,651823.27
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",49,5,17.673315,3.1556,0.010093,883328.59,176733.15,674322.07
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",50,5,17.274630,3.1071,0.009256,863391.11,172746.30,680800.62
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",42,5,15.375842,3.4198,0.010361,768421.91,153758.42,740353.05
RoundRobin,50,0.7,10.0,"(1000,)","(3.0,)",51,5,17.336819,3.1366,0.009853,866501.64,173368.19,678600.96
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",43,5,14.234255,3.4794,0.010046,711326.14,142342.55,773206.53
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",44,5,14.988630,3.4598,0.009675,749054.92,149886.30,753114.79
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",45,5,15.047208,3.4392,0.009940,751984.18,150472.08,752443.17
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",46,5,15.149043,3.3707,0.011960,757077.74,151490.43,748827.83
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",48,5,15.646348,3.3543,0.022494,781950.58,156463.48,733602.38
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",47,5,15.110864,3.4806,0.011758,755167.42,151108.64,751566.68
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",49,5,14.947323,3.4963,0.011722,746988.08,149473.23,756101.34
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",51,5,14.610896,3.4773,0.010574,730164.60,146108.96,760379.25
RoundRobin,50,2.0,10.0,"(1000,)","(3.0,)",50,5,14.548624,3.4479,0.010721,727049.90,145486.24,762578.87
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",42,5,18.090243,4.5199,0.016656,902384.81,180902.43,4254682.27
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",44,5,17.721665,4.5293,0.011930,883947.64,177216.65,4271180.46
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",46,5,17.862925,4.5221,0.043748,891010.05,178629.25,4272403.26
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",47,5,17.860756,4.5259,0.011927,890906.94,178607.56,4261691.80
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",45,5,17.756019,4.5292,0.081567,885665.13,177560.19,4271678.51
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",48,5,18.327622,4.5126,0.011104,914254.21,183276.22,4253795.52
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",43,5,16.928174,4.5359,0.162403,844262.72,169281.74,4292003.12
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",49,5,17.615125,4.5431,0.009796,878615.43,176151.25,4281619.69
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",50,5,17.243213,4.5365,0.010068,860021.54,172432.13,4278209.78
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",43,5,14.202341,4.6211,0.009977,707930.17,142023.41,4373778.59
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",44,5,14.995659,4.6145,0.011338,747606.48,149956.59,4352961.42
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",42,5,15.364303,4.6051,0.009939,766046.94,153643.03,4336459.50
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",45,5,15.040852,4.6144,0.010519,749866.05,150408.52,4353132.85
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",46,5,15.119354,4.6073,0.009831,753790.50,151193.54,4354360.98
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",47,5,15.134689,4.6110,0.010570,754562.73,151346.89,4343473.40
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",48,5,15.601628,4.5978,0.011847,777913.61,156016.28,4335574.30
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",49,5,14.889156,4.6282,0.016154,742276.08,148891.56,4363397.60
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",50,5,14.517251,4.6217,0.015972,723682.54,145172.51,4359986.51
RoundRobin,50,2.0,10.0,"(4000,)","(3.0,)",51,5,14.617767,4.6247,0.011270,728708.68,146177.67,4359384.57
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",42,5,18.101762,3.0790,0.010065,904758.79,181017.62,658574.65
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",44,5,17.746364,3.1190,0.009900,886982.78,177463.64,670855.49
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",43,5,16.960241,3.1386,0.015345,847666.35,169602.41,691428.27
RoundRobin,50,0.7,10.0,"(4000,)","(3.0,)",51,5,17.343597,4.5395,0.011969,865041.05,173435.97,4277608.41
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",45,5,17.781406,3.0984,0.010754,888735.10,177814.06,670417.63
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",47,5,17.836828,3.1398,0.009929,891506.53,178368.28,669786.59
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",48,5,18.372322,3.0135,0.009438,918290.20,183723.22,651824.21
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",46,5,17.875077,3.0299,0.009364,893420.34,178750.77,667046.33
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",49,5,17.673329,3.1556,0.009168,883329.28,176733.29,674321.76
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",50,5,17.274643,3.1072,0.009315,863391.73,172746.43,680800.30
RoundRobin,50,0.7,10.0,"(1000,)","(20.0,)",51,5,17.336850,3.1365,0.010056,866503.21,173368.50,678600.17
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",44,5,14.988615,3.4598,0.009778,749054.17,149886.15,753115.18
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",43,5,14.234283,3.4794,0.010170,711327.56,142342.83,773205.84
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",42,5,15.375809,3.4198,0.581096,768420.28,153758.09,740353.78
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",45,5,15.047205,3.4392,0.009275,751984.01,150472.05,752443.25
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",46,5,15.149014,3.3707,0.008950,757076.27,151490.14,748828.54
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",47,5,15.110866,3.4806,0.008971,755167.50,151108.66,751566.63
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",49,5,14.947336,3.4963,0.009023,746988.77,149473.36,756101.03
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",48,5,15.646308,3.3543,0.008735,781948.60,156463.08,733603.33
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",50,5,14.548636,3.4479,0.010478,727050.51,145486.36,762578.55
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",42,5,18.090208,4.5199,0.010349,902383.07,180902.08,4254683.05
RoundRobin,50,2.0,10.0,"(1000,)","(20.0,)",51,5,14.610927,3.4773,0.010154,730166.17,146109.27,760378.46
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",43,5,16.928209,4.5359,0.009039,844264.45,169282.09,4292002.34
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",45,5,17.756013,4.5292,0.009119,885664.81,177560.13,4271678.65
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",44,5,17.721651,4.5293,0.009050,883946.95,177216.51,4271180.83
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",46,5,17.862894,4.5221,0.009471,891008.49,178628.94,4272404.01
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",48,5,18.327577,4.5126,0.010636,914251.94,183275.77,4253796.55
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",49,5,17.615134,4.5431,0.010145,878615.88,176151.34,4281619.47
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",47,5,17.860763,4.5259,0.010103,890907.32,178607.63,4261691.63
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",51,5,17.343635,4.5395,0.009650,865042.93,173436.35,4277607.51
RoundRobin,50,0.7,10.0,"(4000,)","(20.0,)",50,5,17.243217,4.5365,0.010199,860021.76,172432.17,4278209.63
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",43,5,14.202376,4.6211,0.010055,707931.90,142023.76,4373777.81
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",44,5,14.995646,4.6145,0.009619,747605.80,149956.46,4352961.78
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",42,5,15.364269,4.6051,0.010342,766045.20,153642.69,4336460.29
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",45,5,15.040846,4.6144,0.013721,749865.73,150408.46,4353132.99
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",46,5,15.119323,4.6073,0.011365,753788.95,151193.23,4354361.72
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",47,5,15.134697,4.6110,0.009766,754563.11,151346.97,4343473.23
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",48,5,15.601583,4.5978,0.010392,777911.34,156015.83,4335575.33
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",50,5,14.517255,4.6217,0.009630,723682.76,145172.55,4359986.36
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",51,5,14.617805,4.6247,0.009812,728710.56,146178.05,4359383.67
RoundRobin,50,2.0,10.0,"(4000,)","(20.0,)",49,5,14.889165,4.6282,0.009427,742276.53,148891.65,4363397.37
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",42,5,4.388969,4.1102,0.162754,219394.31,43889.69,108233.81
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",43,5,1.613920,5.0031,0.161347,80598.11,16139.20,195783.35
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",45,5,1.575520,4.9635,0.183417,78680.24,15755.20,191518.22
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",46,5,1.877527,5.0461,0.197336,93784.80,18775.27,183113.36
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",44,5,0.883882,5.0008,0.158690,44087.62,8838.82,212994.35
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",47,5,4.880526,3.9264,0.316044,243976.38,48805.26,99862.08
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",48,5,0.863028,5.0225,0.154219,43045.41,8630.28,211963.56
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",49,5,2.502827,5.0092,0.291669,125057.60,25028.27,167544.16
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",51,5,1.860402,5.0231,0.171321,92928.07,18604.02,184051.91
ProportionalFair,10,0.7,10.0,"(1000,)","(0.0,)",50,5,0.876898,5.0038,0.212004,43738.23,8768.98,213358.65
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",43,5,1.597651,5.0031,0.156356,79784.25,15976.51,196562.08
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",45,5,1.575520,4.9635,0.177774,78680.02,15755.20,191954.42
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",44,5,0.872978,5.0008,0.158273,43542.29,8729.78,213212.44
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",46,5,1.844812,5.0461,0.184767,92148.68,18448.12,183876.70
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",48,5,0.852123,5.0225,0.215507,42500.01,8521.23,212290.71
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",42,5,4.233776,4.1155,0.183566,211632.19,42337.76,113239.01
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",47,5,4.570373,4.2174,0.168743,228464.19,45703.73,108896.47
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",49,5,2.463921,5.0092,0.156385,123111.98,24639.21,168151.32
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",51,5,1.816783,5.0231,0.179796,90746.34,18167.83,185578.58
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",42,5,11.173275,4.6148,0.153605,558349.00,111732.75,629461.50
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",43,5,5.564151,5.0071,0.192001,277803.97,55641.51,807127.97
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",45,5,6.351040,4.9818,0.168486,317152.92,63510.40,798159.72
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",44,5,3.307722,4.9928,0.156991,164956.42,33077.22,859391.15
ProportionalFair,10,2.0,10.0,"(1000,)","(0.0,)",50,5,0.865993,5.0038,0.157131,43192.82,8659.93,213685.80
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",46,5,5.851876,5.0231,0.159218,292206.67,58518.76,774250.20
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",47,5,11.148118,4.6244,0.259516,557082.71,111481.18,646362.52
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",48,5,3.255668,5.0067,0.164901,162354.36,32556.68,858070.76
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",49,5,7.444743,5.0045,0.157266,371877.36,74447.43,719600.60
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",50,5,3.280898,5.0156,0.153369,163614.21,32808.98,861409.85
ProportionalFair,10,0.7,10.0,"(4000,)","(0.0,)",51,5,5.862657,5.0112,0.196150,292740.66,58626.57,784363.08
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",43,5,5.313337,5.0071,0.190043,265260.36,53133.37,813016.63
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",42,5,10.009283,4.6889,0.183175,500131.55,100092.83,665253.69
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",46,5,5.690607,5.0231,0.157557,284140.97,56906.07,778738.08
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",47,5,10.167554,4.7370,0.154480,508042.81,101675.54,669781.75
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",45,5,6.351040,4.9818,0.216342,317151.28,63510.40,801431.20
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",44,5,3.296818,4.9928,0.154200,164411.09,32968.18,859609.24
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",50,5,3.269993,5.0156,0.201594,163068.80,32699.93,861737.00
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",49,5,7.226645,5.0045,0.442423,360969.59,72266.45,725310.33
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",51,5,5.600939,5.0112,0.155025,279651.67,56009.39,790578.87
ProportionalFair,10,2.0,10.0,"(4000,)","(0.0,)",48,5,3.244763,5.0067,0.159496,161808.95,32447.63,858397.91
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",42,5,4.388969,4.1102,0.155707,219394.33,43889.69,108233.81
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",44,5,0.883883,5.0008,0.163472,44087.63,8838.83,212994.35
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",45,5,1.575520,4.9635,0.183876,78680.24,15755.20,191518.22
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",43,5,1.613920,5.0031,0.154271,80598.11,16139.20,195783.34
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",46,5,1.877527,5.0461,0.189872,93784.81,18775.27,183113.36
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",47,5,4.815970,4.1424,0.166025,240747.60,48159.70,101798.75
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",48,5,0.863028,5.0225,0.166933,43045.42,8630.28,211963.56
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",49,5,2.502827,5.0092,0.153883,125057.59,25028.27,167544.16
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",50,5,0.876898,5.0038,0.154940,43738.22,8768.98,213358.66
ProportionalFair,10,0.7,10.0,"(1000,)","(3.0,)",51,5,1.860402,5.0231,0.161976,92928.07,18604.02,184051.90
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",43,5,1.597652,5.0031,0.182171,79784.31,15976.52,196562.06
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",44,5,0.872978,5.0008,0.329805,43542.29,8729.78,213212.44
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",45,5,1.575520,4.9635,0.158489,78680.02,15755.20,191954.42
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",46,5,1.844813,5.0461,0.154290,92148.69,18448.13,183876.71
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",47,5,4.570371,4.2174,0.193319,228464.12,45703.71,108896.50
