agent,num_ues,carrier_freq_ghz,bandwidth_mhz,cbr_profile,speed_profile,seed,num_steps,spectral_efficiency_bps_hz,queue_delay_p95_ms,ric_latency_mean_ms,total_reward,mean_throughput_bits,mean_queue_bits
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",48,5,0.852123,5.0225,0.226870,42500.01,8521.23,212290.70
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",42,5,4.233777,4.1155,1.746795,211632.22,42337.77,113239.00
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",49,5,2.463920,5.0092,0.155338,123111.92,24639.20,168151.33
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",51,5,1.816783,5.0231,0.174937,90746.35,18167.83,185578.58
ProportionalFair,10,2.0,10.0,"(1000,)","(3.0,)",50,5,0.865993,5.0038,0.191089,43192.81,8659.93,213685.81
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",43,5,5.564153,5.0071,0.165452,277804.08,55641.53,807127.93
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",42,5,11.173272,4.6148,0.209408,558348.85,111732.72,629461.62
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",46,5,5.851880,5.0231,0.169087,292206.90,58518.80,774250.13
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",45,5,6.351040,4.9818,0.181773,317152.92,63510.40,798159.71
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",47,5,11.083564,4.6799,0.170061,553854.04,110835.64,648299.16
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",44,5,3.307723,4.9928,0.153547,164956.43,33077.23,859391.15
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",49,5,7.444737,5.0045,0.157720,371877.04,74447.37,719600.75
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",48,5,3.255668,5.0067,0.163255,162354.37,32556.68,858070.76
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",51,5,5.862652,5.0112,0.188998,292740.40,58626.52,784363.19
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",42,5,10.009284,4.6889,0.154307,500131.57,100092.84,665253.71
ProportionalFair,10,0.7,10.0,"(4000,)","(3.0,)",50,5,3.280898,5.0156,0.156296,163614.19,32808.98,861409.86
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",43,5,5.313339,5.0071,0.226493,265260.47,53133.39,813016.59
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",44,5,3.296818,4.9928,0.175143,164411.09,32968.18,859609.24
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",45,5,6.351040,4.9818,0.179728,317151.28,63510.40,801431.19
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",47,5,10.167555,4.7370,0.188745,508042.87,101675.55,669781.74
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",46,5,5.690614,5.0231,0.452787,284141.32,56906.14,778737.91
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",48,5,3.244763,5.0067,0.214994,161808.96,32447.63,858397.90
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",49,5,7.226638,5.0045,0.158951,360969.27,72266.38,725310.50
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",50,5,3.269993,5.0156,0.156187,163068.78,32699.93,861737.01
ProportionalFair,10,2.0,10.0,"(4000,)","(3.0,)",51,5,5.600934,5.0112,0.156214,279651.41,56009.34,790578.98
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",43,5,1.613920,5.0031,0.192219,80598.11,16139.20,195783.31
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",42,5,4.388972,4.1102,0.374124,219394.47,43889.72,108233.78
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",44,5,0.883883,5.0008,0.153077,44087.66,8838.83,212994.34
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",45,5,1.575520,4.9635,0.155759,78680.24,15755.20,191518.22
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",46,5,1.877529,5.0461,0.189682,93784.89,18775.29,183113.40
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",47,5,4.815964,4.1424,0.173845,240747.28,48159.64,101798.87
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",49,5,2.502826,5.0092,0.169204,125057.54,25028.26,167544.15
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",51,5,1.860403,5.0231,0.186647,92928.11,18604.03,184051.88
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",50,5,0.876896,5.0038,0.185035,43738.14,8768.96,213358.71
ProportionalFair,10,0.7,10.0,"(1000,)","(20.0,)",48,5,0.863029,5.0225,0.188190,43045.46,8630.29,211963.54
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",42,5,4.233779,4.1155,0.165627,211632.34,42337.79,113238.98
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",43,5,1.597658,5.0031,0.153838,79784.63,15976.58,196561.95
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",44,5,0.872979,5.0008,0.152372,43542.32,8729.79,213212.43
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",45,5,1.575520,4.9635,0.151576,78680.02,15755.20,191954.41
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",46,5,1.844814,5.0461,0.154626,92148.77,18448.14,183876.74
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",47,5,4.570363,4.2174,0.192179,228463.73,45703.63,108896.68
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",49,5,2.463914,5.0092,0.182508,123111.61,24639.14,168151.38
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",48,5,0.852124,5.0225,0.656323,42500.05,8521.24,212290.68
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",51,5,1.816784,5.0231,0.164366,90746.39,18167.84,185578.55
ProportionalFair,10,2.0,10.0,"(1000,)","(20.0,)",50,5,0.865991,5.0038,0.188466,43192.73,8659.91,213685.86
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",42,5,11.173254,4.6148,0.181365,558347.97,111732.54,629462.34
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",44,5,3.307723,4.9928,0.154854,164956.46,33077.23,859391.14
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",43,5,5.564165,5.0071,0.167744,277804.70,55641.65,807127.68
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",45,5,6.351040,4.9818,0.160859,317152.92,63510.40,798159.68
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",46,5,5.851906,5.0231,0.199786,292208.17,58519.06,774249.72
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",47,5,11.083570,4.6799,0.154461,553854.33,110835.70,648299.10
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",48,5,3.255669,5.0067,0.191699,162354.41,32556.69,858070.74
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",49,5,7.444700,5.0045,0.158232,371875.21,74447.00,719601.62
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",50,5,3.280896,5.0156,0.199404,163614.11,32808.96,861409.91
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",42,5,10.009286,4.6889,0.193944,500131.70,100092.86,665253.82
ProportionalFair,10,0.7,10.0,"(4000,)","(20.0,)",51,5,5.862622,5.0112,0.153454,292738.93,58626.22,784363.79
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",44,5,3.296819,4.9928,0.164151,164411.12,32968.19,859609.23
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",43,5,5.313352,5.0071,0.156928,265261.09,53133.52,813016.34
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",45,5,6.351040,4.9818,0.154454,317151.28,63510.40,801431.16
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",46,5,5.690653,5.0231,0.153795,284143.29,56906.53,778736.94
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",47,5,10.167561,4.7370,0.152993,508043.16,101675.61,669781.68
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",48,5,3.244764,5.0067,0.154512,161809.00,32447.64,858397.88
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",49,5,7.226602,5.0045,0.175318,360967.44,72266.02,725311.47
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",51,5,5.600905,5.0112,0.200584,279649.94,56009.05,790579.59
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",43,5,2.126575,5.0713,0.169238,105993.04,21265.75,671408.07
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",42,5,2.110495,5.0359,0.196197,105198.86,21104.95,651809.75
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",45,5,1.616480,5.0487,0.175340,80487.93,16164.80,672133.66
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",44,5,7.090506,4.9958,0.182502,354274.09,70905.06,502451.67
ProportionalFair,10,2.0,10.0,"(4000,)","(20.0,)",50,5,3.269991,5.0156,0.160311,163068.70,32699.91,861737.06
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",46,5,4.276373,4.9978,0.161270,213522.93,42763.73,591431.03
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",48,5,2.568259,5.0462,0.614464,128091.08,25682.59,643690.54
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",49,5,2.979243,5.0565,0.180811,148648.41,29792.43,627516.14
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",50,5,2.255446,5.0448,0.162288,112444.57,22554.46,655461.40
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",47,5,3.320666,5.0529,0.175804,165719.87,33206.66,626889.73
ProportionalFair,30,0.7,10.0,"(1000,)","(0.0,)",51,5,2.203326,5.0313,0.156048,109838.42,22033.26,655757.05
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",43,5,2.061145,5.0713,0.176830,102721.18,20611.45,672171.41
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",44,5,6.771562,4.9958,0.168325,338322.21,67715.62,511820.03
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",42,5,2.055971,5.0359,0.551395,102471.78,20559.71,653533.83
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",45,5,1.616480,5.0487,0.260330,80487.88,16164.80,672242.71
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",47,5,3.266142,5.0529,0.203846,162992.93,32661.42,628307.37
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",46,5,4.178229,4.9978,0.555455,208614.24,41782.29,594375.36
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",48,5,2.502829,5.0462,0.156624,124818.68,25028.29,645544.37
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",49,5,2.869163,5.0565,0.154346,143142.84,28691.63,630621.07
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",50,5,2.233636,5.0448,0.152811,111353.70,22336.36,656224.75
ProportionalFair,30,2.0,10.0,"(1000,)","(0.0,)",51,5,2.192421,5.0313,0.157686,109293.01,21924.21,656084.20
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",42,5,4.778240,5.0137,0.158884,237546.10,47782.40,2731782.50
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",43,5,6.350473,5.0337,0.204875,316172.97,63504.73,2701388.95
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",46,5,12.985347,4.9993,0.157900,648010.40,129853.47,2513938.65
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",45,5,6.407040,5.0070,0.166854,319004.38,64070.40,2695239.82
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",47,5,6.996112,5.0262,0.211099,348471.50,69961.12,2668166.30
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",44,5,13.416139,5.0023,0.274040,669573.59,134161.39,2466686.04
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",48,5,8.346787,5.0290,0.168779,416019.09,83467.87,2640480.56
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",49,5,8.917754,5.0281,0.190601,444585.83,89177.54,2603742.09
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",51,5,10.304469,5.0179,0.173348,513908.86,103044.69,2629190.29
ProportionalFair,30,0.7,10.0,"(4000,)","(0.0,)",50,5,7.407005,5.0225,0.161769,369004.22,74070.05,2692042.88
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",42,5,4.571046,5.0137,0.178611,227183.05,45710.46,2738543.55
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",43,5,6.088755,5.0337,0.162513,303084.00,60887.55,2707495.71
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",44,5,12.108083,5.0023,0.182892,604150.30,121080.83,2507667.21
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",45,5,6.407040,5.0070,0.157699,319004.22,64070.40,2695566.97
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",46,5,12.385577,4.9993,0.161821,618013.26,123855.77,2531168.43
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",47,5,6.919777,5.0262,0.177480,344653.30,69197.77,2671110.63
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",48,5,7.868000,5.0290,0.158474,392072.07,78680.00,2655846.20
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",49,5,8.612416,5.0281,0.155818,429313.11,86124.16,2615410.36
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",50,5,6.970808,5.0225,0.155674,347189.63,69708.08,2701530.17
ProportionalFair,30,2.0,10.0,"(4000,)","(0.0,)",51,5,9.922797,5.0179,0.157549,494821.70,99227.97,2636278.49
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",42,5,2.110496,5.0359,0.174292,105198.87,21104.96,651809.75
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",45,5,1.616480,5.0487,0.161623,80487.93,16164.80,672133.66
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",43,5,2.126577,5.0713,0.154788,105993.16,21265.77,671408.04
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",44,5,7.090503,4.9958,0.157303,354273.94,70905.03,502451.74
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",46,5,4.276372,4.9978,0.155235,213522.90,42763.72,591431.05
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",47,5,3.320667,5.0529,0.155881,165719.89,33206.67,626889.72
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",49,5,2.979243,5.0565,0.163975,148648.40,29792.43,627516.14
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",50,5,2.255446,5.0448,0.197632,112444.57,22554.46,655461.41
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",48,5,2.568255,5.0462,0.895230,128090.93,25682.55,643690.61
ProportionalFair,30,0.7,10.0,"(1000,)","(3.0,)",51,5,2.203326,5.0313,0.160923,109838.42,22033.26,655757.04
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",42,5,2.055971,5.0359,0.159645,102471.79,20559.71,653533.83
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",43,5,2.061148,5.0713,0.159958,102721.30,20611.48,672171.38
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",45,5,1.616480,5.0487,0.221689,80487.88,16164.80,672242.71
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",44,5,6.771559,4.9958,0.156327,338322.05,67715.59,511820.09
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",47,5,3.266142,5.0529,0.180974,162992.95,32661.42,628307.36
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",46,5,4.178228,4.9978,0.653576,208614.21,41782.28,594375.38
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",48,5,2.502826,5.0462,0.159783,124818.52,25028.26,645544.45
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",49,5,2.869163,5.0565,0.170505,143142.82,28691.63,630621.08
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",51,5,2.192421,5.0313,0.172148,109293.01,21924.21,656084.19
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",42,5,4.778239,5.0137,0.230155,237546.05,47782.39,2731782.54
ProportionalFair,30,2.0,10.0,"(1000,)","(3.0,)",50,5,2.233636,5.0448,0.581937,111353.69,22336.36,656224.75
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",43,5,6.350460,5.0337,0.417362,316172.33,63504.60,2701389.20
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",44,5,13.416141,5.0023,0.158626,669573.72,134161.41,2466685.95
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",45,5,6.407040,5.0070,0.158002,319004.38,64070.40,2695239.82
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",46,5,12.985352,4.9993,0.156194,648010.61,129853.52,2513938.57
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",47,5,6.996112,5.0262,0.154341,348471.49,69961.12,2668166.30
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",50,5,7.406985,5.0225,0.220148,369003.22,74069.85,2692043.17
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",49,5,8.917754,5.0281,0.188196,444585.82,89177.54,2603742.10
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",48,5,8.346783,5.0290,0.878902,416018.89,83467.83,2640480.62
ProportionalFair,30,0.7,10.0,"(4000,)","(3.0,)",51,5,10.304475,5.0179,0.174821,513909.16,103044.75,2629190.18
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",42,5,4.571045,5.0137,0.156264,227183.00,45710.45,2738543.58
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",43,5,6.088742,5.0337,0.157385,303083.36,60887.42,2707495.96
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",45,5,6.407040,5.0070,0.153213,319004.22,64070.40,2695566.97
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",44,5,12.108086,5.0023,0.155158,604150.48,121080.86,2507667.07
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",46,5,12.385581,4.9993,0.162145,618013.47,123855.81,2531168.35
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",47,5,6.919777,5.0262,0.218074,344653.30,69197.77,2671110.63
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",48,5,7.868000,5.0290,0.156395,392072.09,78680.00,2655846.22
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",50,5,6.970788,5.0225,0.157254,347188.62,69707.88,2701530.45
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",49,5,8.612416,5.0281,0.169493,429313.09,86124.16,2615410.37
ProportionalFair,30,2.0,10.0,"(4000,)","(3.0,)",51,5,9.922803,5.0179,0.383359,494822.00,99228.03,2636278.39
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",43,5,2.126591,5.0713,0.194717,105993.84,21265.91,671407.88
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",42,5,2.110497,5.0359,0.161269,105198.96,21104.97,651809.72
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",44,5,7.090486,4.9958,0.159087,354273.08,70904.86,502452.09
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",45,5,1.616480,5.0487,0.160123,80487.93,16164.80,672133.67
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",47,5,3.320669,5.0529,0.171595,165720.00,33206.69,626889.69
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",48,5,2.568238,5.0462,0.156707,128090.05,25682.38,643691.05
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",46,5,4.276369,4.9978,0.227615,213522.72,42763.69,591431.15
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",49,5,2.979242,5.0565,0.589267,148648.34,29792.42,627516.14
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",51,5,2.203326,5.0313,0.163374,109838.44,22033.26,655757.03
ProportionalFair,30,0.7,10.0,"(1000,)","(20.0,)",50,5,2.255445,5.0448,0.155016,112444.53,22554.45,655461.43
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",42,5,2.055973,5.0359,0.157443,102471.88,20559.73,653533.84
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",43,5,2.061161,5.0713,0.158700,102721.98,20611.61,672171.23
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",44,5,6.771541,4.9958,0.156088,338321.14,67715.41,511820.46
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",48,5,2.502808,5.0462,0.159713,124817.64,25028.08,645544.89
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",45,5,1.616480,5.0487,0.167469,80487.88,16164.80,672242.72
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",46,5,4.178224,4.9978,0.294283,208614.04,41782.24,594375.48
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",49,5,2.869161,5.0565,0.157747,143142.71,28691.61,630621.13
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",50,5,2.233635,5.0448,0.158532,111353.66,22336.35,656224.78
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",47,5,3.266144,5.0529,0.162922,162993.06,32661.44,628307.33
ProportionalFair,30,2.0,10.0,"(1000,)","(20.0,)",51,5,2.192421,5.0313,0.284587,109293.03,21924.21,656084.18
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",43,5,6.350388,5.0337,0.158809,316168.70,63503.88,2701390.60
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",44,5,13.416155,5.0023,0.160591,669574.42,134161.55,2466685.41
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",42,5,4.778233,5.0137,0.160209,237545.75,47782.33,2731782.74
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",45,5,6.407040,5.0070,0.157131,319004.38,64070.40,2695239.82
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",46,5,12.985375,4.9993,0.154597,648011.80,129853.75,2513938.11
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",47,5,6.996111,5.0262,0.531350,348471.48,69961.11,2668166.32
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",48,5,8.346760,5.0290,0.160991,416017.77,83467.60,2640481.01
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",50,5,7.406871,5.0225,0.158513,368997.53,74068.71,2692044.79
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",49,5,8.917752,5.0281,0.336345,444585.74,89177.52,2603742.13
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",43,5,6.088670,5.0337,0.284362,303079.74,60886.70,2707497.36
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",42,5,4.571040,5.0137,0.777435,227182.71,45710.40,2738543.79
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",44,5,12.108108,5.0023,0.392748,604151.54,121081.08,2507666.24
ProportionalFair,30,0.7,10.0,"(4000,)","(20.0,)",51,5,10.304509,5.0179,0.210499,513910.88,103045.09,2629189.57
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",45,5,6.407040,5.0070,0.156801,319004.22,64070.40,2695566.97
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",46,5,12.385605,4.9993,0.166713,618014.65,123856.05,2531167.89
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",49,5,8.612414,5.0281,0.175275,429313.01,86124.14,2615410.40
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",50,5,6.970674,5.0225,0.162197,347182.93,69706.74,2701532.08
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",48,5,7.868003,5.0290,0.495867,392072.23,78680.03,2655846.36
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",47,5,6.919777,5.0262,0.632696,344653.28,69197.77,2671110.65
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",42,5,3.266203,5.0397,0.175359,162752.06,32662.03,1116196.51
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",43,5,2.465331,5.0331,0.185184,122701.30,24653.31,1130527.84
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",44,5,4.486240,5.0586,0.166774,223776.14,44862.40,1071727.20
ProportionalFair,30,2.0,10.0,"(4000,)","(20.0,)",51,5,9.922837,5.0179,0.405631,494823.71,99228.37,2636277.78
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",46,5,2.190386,5.0682,0.159871,108947.80,21903.86,1142992.79
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",45,5,3.998451,5.0469,0.192148,199371.10,39984.51,1102892.12
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",47,5,4.471254,5.0446,0.167537,223028.81,44712.54,1067783.33
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",48,5,2.428000,5.0426,0.495986,120833.79,24280.00,1132427.19
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",49,5,4.146132,5.0522,0.174061,206758.42,41461.32,1096365.38
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",51,5,3.827121,5.0186,0.159108,190819.62,38271.21,1072861.43
ProportionalFair,50,0.7,10.0,"(1000,)","(0.0,)",50,5,2.904259,5.0248,0.179566,144648.60,29042.59,1128694.05
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",43,5,2.438903,5.0331,0.158273,121379.69,24389.03,1130901.17
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",42,5,3.146249,5.0397,0.157463,156752.88,31462.49,1119140.84
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",44,5,4.471404,5.0586,0.161873,223033.84,44714.04,1072747.95
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",45,5,3.813067,5.0469,0.161915,190100.17,38130.67,1106381.70
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",46,5,2.114051,5.0682,0.160455,105130.09,21140.51,1144955.68
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",47,5,4.436476,5.0446,0.157411,221289.56,44364.76,1068458.27
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",48,5,2.428000,5.0426,0.206544,120833.51,24280.00,1132972.44
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",50,5,2.740685,5.0248,0.175489,136468.00,27406.85,1132510.77
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",49,5,4.037083,5.0522,0.294901,201304.54,40370.83,1099200.66
ProportionalFair,50,2.0,10.0,"(1000,)","(0.0,)",51,5,3.750787,5.0186,0.180908,187001.76,37507.87,1075151.47
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",42,5,7.191865,5.0160,0.157490,357298.01,71918.65,4590455.35
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",43,5,9.551680,5.0192,0.168644,475319.43,95516.80,4529134.01
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",44,5,12.471689,5.0194,0.158042,621364.72,124716.89,4439472.96
ProportionalFair,50,0.7,10.0,"(4000,)","(0.0,)",45,5,9.384910,5.0188,0.165030,466980.57,93849.10,4529875.95
